Company,Market,Region,Sector,Credit rating impact,COUNTRY_RISK_MARKET_RETURN,COUNTRY_RISK_PREMIUM,COUNTRY_RISK_RFR,EPS_GROWTH,GROSS_MARGIN,IS_INT_EXPENSE,OPER_MARGIN,RISK_PREMIUM,UNLEVERED_BETA,WACC,WACC_COST_DEBT,WACC_COST_EQUITY,Total E,Total S,Total G,EAQ,EFM,EWT,EHZ,EIM,SCR,SCW,SLB,SEW,SIM,GEX,GGV,GST,GTR,IS_INT_EXPENSE_log,GROSS_MARGIN_log
Obrien LLC,Emerging Markets,EM - Americas,Real Estate & Construction,0,11.0541,4.1445,6.9095,-94.2204,32.7861,517.448,7.5069,5.3959,0.3718,9.2364,6.8956,13.6409,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,6.250839733344228,3.520049475301993
Medina Ltd,Developed Markets,DM - Americas,Services & Communications,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8808,0.0,7.0012,1.0426,10.018,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3,0.0,0.0
"Watson, Atkinson and Conley",Emerging Markets,EM - Asia,Real Estate & Construction,0,11.2931,3.9425,7.3505,0.0,0.0,0.0,0.0,8.734,0.0,12.9576,6.9042,15.03,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,0.0,0.0
Powers-Macias,Emerging Markets,EM - Asia,Utilities,0,11.2931,3.9425,7.3505,0.0,0.0,0.0,0.0,11.2242,0.0,11.87,8.3363,17.5202,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Johnson, Garcia and Harris",Emerging Markets,EM - Asia,Industrials & Transportation,0,11.9167,0.0,0.0,86.9484,22.2381,12.4525,5.133,13.608,0.0,16.1113,2.5751,16.329,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3,2.5991649623814377,3.145793173047736
"Richardson, Myers and Munoz",Developed Markets,DM - Europe,Natural Resources,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,7.4415,0.0,6.0502,1.09,8.2375,13,12,12,3,3,3,3,1,2,1,3,3,3,3,3,3,3,0.0,0.0
Phillips LLC,Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,6.045005314036012,3.450400159107719
"Shields, Marks and Obrien",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-13.0068,25.7887,23.687,14.6699,13.3419,1.3425,8.399,1.4181,14.4791,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3.2062767892916857,3.2879801568098714
Kim Ltd,Developed Markets,DM - Europe,Generic,0,9.3834,8.5611,0.8224,-91.4637,66.0519,130.9932,-4.1411,16.0249,0.0,12.3022,1.2197,16.8209,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3,4.882750406107904,4.2054669463880945
"James, Evans and Ramirez",Developed Markets,DM - Europe,Real Estate & Construction,1,9.9779,10.1634,-0.1855,-67.2566,16.8833,985.1493,2.3804,12.5275,0.3427,2.9705,-0.089,12.342,9,15,12,1,1,1,3,3,3,3,3,2,4,3,3,3,3,6.893807763018099,2.883867316473962
"Gordon, Reid and Mendoza",Developed Markets,DM - Europe,Real Estate & Construction,1,13.2177,11.6446,1.5731,-2.71,39.1123,668.7535,15.6645,9.8163,0.2991,8.2512,1.5864,11.3894,10,10,12,2,1,1,3,3,1,3,3,2,1,3,3,3,3,6.506909734241598,3.691683020446605
Miller-Montgomery,Emerging Markets,EM - Americas,Natural Resources,0,11.6515,4.8641,6.7874,391.0755,33.3013,377.4359,24.5247,5.1114,1.3237,11.2377,9.646,12.9804,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,5.936046705827656,3.53518325432831
"Jones, Mitchell and Campbell",Emerging Markets,EM - Americas,Generic,0,11.6515,4.8641,6.7874,391.0755,33.3013,377.4359,24.5247,5.1114,0.2937,11.2377,9.646,12.9804,15,15,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5.936046705827656,3.53518325432831
Jones-Burns,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,47.4781,15.2695,199.851,-28.3341,2.0127,0.0,2.2136,1.7262,3.1515,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,5.302563339632827,2.7892921893512286
"Smith, Roberts and Smith",Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,10,14,13,2,2,1,2,3,3,3,3,2,3,3,3,4,3,3.5817674054173034,4.174964026616422
"Sawyer, Tran and Graham",Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",1,8.4018,6.4843,1.9175,-30.5085,64.2099,1322.0,52.1621,5.0314,-0.1403,5.5882,1.0886,6.9489,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3,7.187657164114956,4.177611297896805
Richards-Baker,Developed Markets,DM - Americas,Utilities,0,8.9464,7.2819,1.6646,0.0,0.0,0.0,0.0,12.4036,0.0,5.062,1.9882,13.5408,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Davis-Kelley,Developed Markets,DM - Europe,Utilities,1,12.3352,10.9847,1.3505,0.0,36.6788,228.1957,4.9756,10.9847,0.0,9.3593,1.3957,12.3352,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,5.434576223757092,3.6290976020672736
"Jones, Horn and Hamilton",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,59.7243,61.0,16.6156,8.8808,0.0,5.4769,1.249,10.018,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,4.127134385045092,4.106343947444274
Chung-Yang,Developed Markets,DM - Americas,Generic,0,8.9564,7.2763,1.6801,0.0,0.0,0.0,0.0,8.8861,0.0,7.6473,1.1736,10.0233,11,12,12,3,3,1,1,3,2,3,3,3,1,3,3,3,3,0.0,0.0
Williams-Peterson,Emerging Markets,EM - Americas,Utilities,1,14.3184,11.152,3.1665,-91.4837,26.6237,253.139,6.1603,11.152,0.0,9.8603,4.4298,14.3184,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,5.537881361429582,3.3186740999070863
"Smith, Hernandez and Finley",Developed Markets,DM - Europe,Natural Resources,0,8.78,8.6622,0.1178,511.0109,0.0,2111.354,9.4788,10.5748,-0.7508,3.9451,0.7072,10.9288,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,7.65555824441692,0.0
Garcia-Brewer,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,65.2162,232.0,20.3059,8.8808,0.0,6.3936,1.1632,10.018,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,5.4510384535657,4.192925145996559
Cervantes-Williams,Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,0.0,18.5563,79.232,-148.944,8.8662,1.1177,4.7569,3.3717,10.7837,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3,4.3849224377859075,2.9732974851591756
King-Jones,Developed Markets,DM - Europe,Utilities,0,8.4358,7.994,0.4418,-0.5239,65.0575,0.0,12.6188,7.7157,-0.0615,6.3718,0.8917,9.1647,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,4.190525574862633
Lee and Sons,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,11.4064,0.0,0.3724,11.0635,0.0,8.5772,1.0287,12.2007,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,2.5182124684944727
Crawford-Reyes,Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,18,12,3,3,1,3,5,3,5,3,2,5,3,3,3,3,0.0,0.0
Wiley-Norton,Emerging Markets,EM - CEEMEA,"Food, Beverage & Tobacco",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13,12,2,2,3,3,3,1,4,3,1,4,3,3,3,3,0.0,0.0
"Ortiz, Sandoval and Hernandez",Emerging Markets,EM - Asia,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,6.2126,2.821,13.7189,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3,0.0,0.0
Baldwin-Berry,Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3,4.254783997736875,0.0
"Thompson, Martinez and Bradley",Emerging Markets,EM - Americas,Natural Resources,1,11.0541,4.1445,6.9095,14.5528,58.1951,188.6125,9.9931,2.4852,0.2629,8.3352,6.5685,9.3948,13,11,15,3,3,3,3,1,1,1,3,3,3,3,5,3,4,5.2449825159177905,4.080838768194042
Flores-Hamilton,Emerging Markets,EM - CEEMEA,Utilities,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,4.254783997736875,0.0
Farmer-Davis,Developed Markets,DM - Americas,Natural Resources,0,8.9493,7.2477,1.7016,0.0,10.1542,637.0,-3.1605,13.6722,0.0,5.2308,1.7716,14.6782,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,6.45833828334479,2.4118161085937686
Lewis-Burke,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,9.0794,7.5833,1.4961,0.0,0.0,0.0,0.0,8.0512,0.0,8.7111,1.0378,9.19,7,9,12,1,1,1,1,3,1,3,3,1,1,3,3,3,3,0.0,0.0
Jones-Thompson,Developed Markets,DM - Europe,"Food, Beverage & Tobacco",0,10.8517,10.3634,0.4882,0.0,0.0,0.0,0.0,8.4729,0.0,8.6234,1.0271,9.2689,14,12,12,3,2,3,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
"Hunt, Benson and Petersen",Developed Markets,DM - Americas,Real Estate & Construction,0,9.347,7.3419,2.0051,0.0,0.0,0.0,0.0,12.3588,0.0,11.4235,1.6017,13.4976,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,0.0,0.0
"Gomez, Simmons and Horne",Developed Markets,DM - Americas,Real Estate & Construction,0,9.6435,7.2385,2.405,0.0,0.0,0.0,0.0,12.6955,0.0,7.113,1.0101,13.8327,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
"Mitchell, Russell and Lara",Emerging Markets,EM - Asia,Utilities,1,0.0,6.4843,0.0,90.5548,28.8223,307.4378,8.1687,3.0054,-0.8786,3.995,1.2015,4.9229,13,14,13,3,3,1,3,3,3,3,3,2,3,3,4,3,3,5.731520202271705,3.3952564358055963
"Cervantes, Peters and Ortiz",Developed Markets,DM - Americas,Generic,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3,5.345749466107898,0.0
Allen LLC,Developed Markets,DM - Americas,"Food, Beverage & Tobacco",0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,14,12,12,3,2,3,3,3,1,3,3,2,3,3,3,3,3,5.345749466107898,0.0
West-Pope,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,5.345749466107898,0.0
Williams-Alexander,Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3,5.345749466107898,0.0
"Mercer, Smith and Ray",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,-13.0068,25.7887,23.687,14.6699,13.3419,1.3425,8.399,1.4181,14.4791,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,3.2062767892916857,3.2879801568098714
"Black, Fields and Miller",Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,7,9,12,1,3,1,1,1,1,3,3,1,1,3,3,3,3,6.045005314036012,3.450400159107719
Jackson-Logan,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,11.1925,47.2967,1344.0,12.8262,9.6297,0.3109,7.2926,1.2316,10.7669,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,7.20414929203594,3.877363235343039
"Rivera, Greer and Knight",Developed Markets,DM - Americas,Industrials & Transportation,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,11,11,12,3,2,2,3,1,1,3,3,1,3,3,3,3,3,6.045005314036012,3.450400159107719
Hunter and Sons,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,-13.0068,25.7887,23.687,14.6699,13.3419,1.3425,8.399,1.4181,14.4791,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,3.2062767892916857,3.2879801568098714
Warren-Griffin,Developed Markets,DM - Europe,Natural Resources,1,9.3834,8.5611,0.8224,24.4681,38.2209,153.3698,12.8818,5.6378,0.0,5.1237,0.8231,6.4602,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,5.039351022604389,3.6692097679806888
French-Sanchez,Developed Markets,DM - Americas,Natural Resources,0,8.3929,6.5177,1.8752,0.0,0.0,0.0,0.0,10.8805,0.0,10.0179,1.1619,12.0177,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Bush, Howard and Kemp",Developed Markets,DM - Europe,Services & Communications,1,12.3352,10.9847,1.3505,0.0,36.6788,228.1957,4.9756,10.9847,0.0,9.3593,1.3957,12.3352,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,5.434576223757092,3.6290976020672736
Neal-Wright,Emerging Markets,EM - Asia,Utilities,1,0.0,6.4843,0.0,90.5548,28.8223,307.4378,8.1687,3.0054,-0.8786,3.995,1.2015,4.9229,13,14,13,3,3,1,3,3,3,3,3,2,3,3,4,3,3,5.731520202271705,3.3952564358055963
Harris Group,Developed Markets,DM - Americas,Natural Resources,0,8.6985,7.0075,1.691,0.0,0.0,0.0,0.0,10.6349,0.0,10.0134,1.1029,11.7721,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Lopez, Fox and Strickland",Developed Markets,DM - Asia,Utilities,0,8.5869,8.6679,-0.081,0.0,0.0,0.0,0.0,10.0366,0.0,5.1403,0.1008,10.1176,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Contreras, Parker and Todd",Emerging Markets,EM - Americas,Utilities,0,11.6515,4.8641,6.7874,391.0755,33.3013,377.4359,24.5247,5.1114,0.2937,11.2377,9.646,12.9804,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,5.936046705827656,3.53518325432831
Huffman-Flores,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,41.6974,82.0751,173.0,7.4832,10.7833,0.0317,9.0392,1.0849,11.9221,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,5.159055299214529,4.419745017971501
"Phillips, Tran and Rose",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,5.2885,47.0974,31.411,14.6688,7.7093,-0.1347,6.9061,1.3408,8.8465,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,3.4784978713519434,3.8732281215966884
"Wilson, Zamora and Meza",Developed Markets,DM - Europe,Generic,1,13.2177,11.6446,1.5731,-2.71,39.1123,668.7535,15.6645,9.8163,0.294,8.2512,1.5864,11.3894,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,6.506909734241598,3.691683020446605
"Rodriguez, Pugh and Middleton",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,41.6974,82.0751,173.0,7.4832,10.7833,0.0317,9.0392,1.0849,11.9221,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3,5.159055299214529,4.419745017971501
"Freeman, Jones and Khan",Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,9.4918,1.9711,13.7189,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3,0.0,0.0
"Benjamin, Moore and Greene",Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4515,0.0,11.8282,11.6452,12.0875,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3,0.0,0.0
Hogan-Arnold,Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,5.2803,1.5717,13.7189,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3,0.0,0.0
Chen-Torres,Emerging Markets,EM - Asia,"Retail, Consumer & Healthcare",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,4.4802,1.279,13.7189,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3,0.0,0.0
"Miller, Williams and Baker",Emerging Markets,EM - Asia,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,5.2803,1.5717,13.7189,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3,0.0,0.0
"Fischer, Nichols and Anderson",Developed Markets,DM - Asia,Generic,0,8.0932,6.3509,1.7423,51.9328,0.0,0.0,42.9679,6.9161,1.3467,5.5332,1.8438,8.5252,11,14,12,2,2,2,3,2,3,3,3,1,4,3,3,3,3,0.0,0.0
West Inc,Developed Markets,DM - Americas,"Food, Beverage & Tobacco",0,8.4018,6.4843,1.9175,25.0,0.0,1095.0,6.6968,13.2471,0.0,4.7849,1.2599,14.3843,13,11,12,2,2,3,3,3,1,3,3,1,3,3,3,3,3,6.999422467507961,0.0
Pollard-Stuart,Developed Markets,DM - Europe,Industrials & Transportation,0,8.78,8.6622,0.1178,0.0,22.4789,331.3684,1.4128,8.5442,0.3451,3.9633,0.2909,8.8982,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3,5.806243992276898,3.1561021454808746
Stevens Inc,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,8.4018,6.4843,1.9175,0.0,21.3157,340.0,4.1709,9.7819,0.0,4.3221,0.6597,10.9207,7,11,12,1,1,1,1,3,1,3,3,1,3,3,3,3,3,5.831882477283517,3.1052904666235173
Black Group,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,90.3529,23.8579,128.1,10.4517,14.5144,0.0,6.5628,1.8851,15.6516,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,4.860587297852597,3.2131756094654413
Baldwin-Mckenzie,Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,4.254783997736875,0.0
Woodard PLC,Developed Markets,DM - Americas,Natural Resources,1,8.9493,7.2477,1.7016,0.0,47.0804,368.5549,8.045,13.1249,0.0,10.8087,3.2439,14.8265,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,5.912299308512495,3.8728746096599
Campos and Sons,Emerging Markets,EM - Americas,Real Estate & Construction,1,14.3184,11.152,3.1665,-36.465,49.0387,65.2358,17.1462,11.6282,3.8099,12.392,3.8104,14.7946,11,9,12,2,2,2,3,2,1,2,3,2,1,3,3,3,3,4.19322110226967,3.912796706044618
Rowe-Gutierrez,Developed Markets,DM - Americas,Utilities,0,9.3834,8.5611,0.8224,0.0,57.7994,127.6,2.6369,12.3439,0.0,7.7659,0.5223,13.1399,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,4.856706811803519,4.0741316507708865
Brown-Rose,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3,5.345749466107898,0.0
"Landry, Gomez and Wyatt",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,8.1909,3.1461,13.7189,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Kirby, Brooks and Murray",Emerging Markets,EM - CEEMEA,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,8.5269,1.5234,10.018,15,18,12,3,3,1,3,5,3,5,3,2,5,3,3,3,3,0.0,0.0
Perry PLC,Developed Markets,DM - Europe,Utilities,1,0.0,6.4843,0.0,0.0,0.0,23.687,50.5358,10.7488,0.0,5.9406,0.2889,10.9907,14,14,13,3,3,2,3,3,3,3,3,2,3,3,4,3,3,2.7032312762841455,1.524660858987853
Lester-Brown,Emerging Markets,EM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8672,0.0,21.9832,0.6216,29.9456,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
"Buchanan, Martinez and Jordan",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,5.345749466107898,0.0
Brown-Gordon,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-46.4435,37.5589,227.0,22.5259,10.8194,0.729,5.465,1.3291,11.9566,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,5.429345628954441,3.6521869423644886
"Landry, Wade and Chaney",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,81.0811,53.5648,567.0,9.9667,8.0414,-0.0329,5.1239,1.2885,9.1786,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3,6.342121418721152,3.999388986205087
"Morales, Scott and Torres",Emerging Markets,EM - Americas,Generic,0,0.0,0.0,0.0,-19.3277,73.1337,36.51,33.4986,13.3197,0.2703,10.9421,0.7345,14.4602,6,6,12,1,1,1,1,2,1,1,2,1,1,3,3,3,3,3.624607564093796,4.305870219739251
"Lewis, Williams and Bullock",Developed Markets,DM - Europe,Generic,0,9.3834,8.5611,0.8224,-91.4637,66.0519,130.9932,-4.1411,16.0249,0.0,12.3022,1.2197,16.8209,15,15,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4.882750406107904,4.2054669463880945
"Smith, Christensen and Fritz",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3005,0.0,6.5294,4.1402,13.9365,15,15,12,3,3,1,3,5,3,3,3,2,4,3,3,3,3,0.0,0.0
"Cox, Jackson and Jackson",Emerging Markets,EM - Americas,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2538,0.0,12.4111,3.8428,13.1228,6,6,12,1,1,1,1,2,1,1,2,1,1,3,3,3,3,0.0,0.0
"Kline, Young and Kelly",Developed Markets,DM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.74,0.0,4.7332,0.8813,10.536,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Silva-Walters,Developed Markets,DM - Europe,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8651,0.0,8.2886,0.6759,13.6301,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
"Ellis, Gentry and Sharp",Emerging Markets,EM - Asia,Utilities,1,14.111,6.4843,0.0,0.0,22.741,810.6102,14.6542,11.3928,0.0,6.1773,2.4396,14.111,15,18,12,3,3,1,3,5,3,5,3,2,5,3,3,3,3,6.699020175640059,3.167203511293531
"Huynh, Wiley and Collier",Emerging Markets,EM - CEEMEA,Utilities,0,12.7281,6.3159,6.4122,-6.7568,0.0,90.455,41.1496,7.8921,0.0,12.8778,9.1008,16.4577,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,4.515847048027889,0.0
Hickman PLC,Emerging Markets,EM - Americas,Utilities,1,14.3184,11.152,3.1665,-83.1856,19.5375,195.35,6.4303,14.8186,-4.6039,11.4549,1.634,17.9851,15,18,12,3,3,1,3,5,3,5,3,2,5,3,3,3,3,5.279898781024019,3.0222524833633866
"Green, Singleton and Howard",Emerging Markets,EM - Americas,Utilities,1,11.6515,4.8641,6.7874,-64.9168,32.1317,38.9707,13.4304,4.1714,-0.1424,11.0163,11.0557,10.9588,9,14,15,1,2,1,2,3,3,3,3,2,3,3,5,3,4,3.68814668570473,3.5004905280046943
"Cunningham, Smith and Glenn",Emerging Markets,EM - Americas,Utilities,1,14.3184,11.152,3.1665,-83.1856,19.5375,195.35,6.4303,14.8186,-4.6039,11.4549,1.634,17.9851,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3,5.279898781024019,3.0222524833633866
"Kennedy, Arias and Buckley",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,19.9627,25.6702,778.0,25.2741,11.3124,-0.1969,10.3722,1.0975,12.4529,16,12,12,3,3,3,4,3,3,1,3,2,3,3,3,3,3,6.658011045870748,3.2835468372284224
"Watson, Thomas and Barber",Emerging Markets,EM - CEEMEA,Utilities,0,12.7281,0.0,0.0,23.0769,0.0,0.0,0.0,5.6454,0.0,8.8025,6.2967,14.211,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Cook-Barrett,Developed Markets,DM - Europe,Utilities,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,10.384,0.0,5.2618,0.8782,11.18,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Ellis-Nguyen,Developed Markets,DM - Europe,Services & Communications,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,10.384,0.0,5.2618,0.8782,11.18,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3,0.0,0.0
Thompson-Ruiz,Developed Markets,DM - Europe,Natural Resources,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,7.4415,0.0,6.0502,1.09,8.2375,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3,0.0,0.0
Fernandez LLC,Emerging Markets,EM - CEEMEA,Utilities,0,12.7281,6.3159,6.4122,23.9686,0.0,0.0,0.0,3.3427,0.0,11.5646,7.9284,11.9083,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3,0.0,0.0
Holder LLC,Developed Markets,DM - Europe,Real Estate & Construction,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,10.4862,0.0,6.4838,0.9927,11.2822,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3,0.0,0.0
Mcmillan-Chan,Developed Markets,DM - Europe,Natural Resources,0,10.8517,10.3634,0.4882,0.0,0.0,0.0,0.0,13.1348,0.0,12.5598,0.7572,13.9308,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3,0.0,0.0
