Company,Market,Region,Sector,Credit rating impact,COUNTRY_RISK_MARKET_RETURN,COUNTRY_RISK_PREMIUM,COUNTRY_RISK_RFR,EPS_GROWTH,GROSS_MARGIN,IS_INT_EXPENSE,OPER_MARGIN,RISK_PREMIUM,UNLEVERED_BETA,WACC,WACC_COST_DEBT,WACC_COST_EQUITY,Total E,Total S,Total G,EAQ,EFM,EWT,EHZ,EIM,SCR,SCW,SLB,SEW,SIM,GEX,GGV,GST,GTR
Miller-Montgomery,Emerging Markets,EM - Americas,Natural Resources,0,11.6515,4.8641,6.7874,391.0755,33.3013,377.4359,24.5247,5.1114,1.3237,11.2377,9.646,12.9804,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
"Jones, Mitchell and Campbell",Emerging Markets,EM - Americas,Generic,0,11.6515,4.8641,6.7874,391.0755,33.3013,377.4359,24.5247,5.1114,0.2937,11.2377,9.646,12.9804,15,15,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Jones-Burns,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,47.4781,15.2695,199.851,-28.3341,2.0127,0.0,2.2136,1.7262,3.1515,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
"Smith, Roberts and Smith",Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,94.1232,64.0375,34.937,32.6235,5.3957,-0.1941,6.2411,4.218,8.0799,10,14,13,2,2,1,2,3,3,3,3,2,3,3,3,4,3
"Sawyer, Tran and Graham",Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",1,8.4018,6.4843,1.9175,-30.5085,64.2099,1322.0,52.1621,5.0314,-0.1403,5.5882,1.0886,6.9489,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3
Richards-Baker,Developed Markets,DM - Americas,Utilities,0,8.9464,7.2819,1.6646,0.0,0.0,0.0,0.0,12.4036,0.0,5.062,1.9882,13.5408,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Davis-Kelley,Developed Markets,DM - Europe,Utilities,1,12.3352,10.9847,1.3505,,36.6788,228.1957,4.9756,10.9847,,9.3593,1.3957,12.3352,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
"Jones, Horn and Hamilton",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,59.7243,61.0,16.6156,8.8808,0.0,5.4769,1.249,10.018,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Chung-Yang,Developed Markets,DM - Americas,Generic,0,8.9564,7.2763,1.6801,0.0,0.0,0.0,0.0,8.8861,0.0,7.6473,1.1736,10.0233,11,12,12,3,3,1,1,3,2,3,3,3,1,3,3,3,3
Williams-Peterson,Emerging Markets,EM - Americas,Utilities,1,14.3184,11.152,3.1665,-91.4837,26.6237,253.139,6.1603,11.152,,9.8603,4.4298,14.3184,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Smith, Hernandez and Finley",Developed Markets,DM - Europe,Natural Resources,0,8.78,8.6622,0.1178,511.0109,0.0,2111.354,9.4788,10.5748,-0.7508,3.9451,0.7072,10.9288,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Garcia-Brewer,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,0.0,65.2162,232.0,20.3059,8.8808,0.0,6.3936,1.1632,10.018,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Cervantes-Williams,Developed Markets,DM - Americas,Utilities,1,8.4018,6.4843,1.9175,,18.5563,79.232,-148.944,8.8662,1.1177,4.7569,3.3717,10.7837,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3
King-Jones,Developed Markets,DM - Europe,Utilities,0,8.4358,7.994,0.4418,-0.5239,65.0575,0.0,12.6188,7.7157,-0.0615,6.3718,0.8917,9.1647,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Lee and Sons,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,11.4064,0.0,0.3724,11.0635,0.0,8.5772,1.0287,12.2007,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Crawford-Reyes,Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,18,12,3,3,1,3,5,3,5,3,2,5,3,3,3,3
Wiley-Norton,Emerging Markets,EM - CEEMEA,"Food, Beverage & Tobacco",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13,12,2,2,3,3,3,1,4,3,1,4,3,3,3,3
"Ortiz, Sandoval and Hernandez",Emerging Markets,EM - Asia,Industrials & Transportation,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,6.2126,2.821,13.7189,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3
Baldwin-Berry,Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Thompson, Martinez and Bradley",Emerging Markets,EM - Americas,Natural Resources,1,11.0541,4.1445,6.9095,14.5528,58.1951,188.6125,9.9931,2.4852,0.2629,8.3352,6.5685,9.3948,13,11,15,3,3,3,3,1,1,1,3,3,3,3,5,3,4
Flores-Hamilton,Emerging Markets,EM - CEEMEA,Utilities,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Farmer-Davis,Developed Markets,DM - Americas,Natural Resources,0,8.9493,7.2477,1.7016,0.0,10.1542,637.0,-3.1605,13.6722,0.0,5.2308,1.7716,14.6782,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Lewis-Burke,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,9.0794,7.5833,1.4961,0.0,0.0,0.0,0.0,8.0512,0.0,8.7111,1.0378,9.19,7,9,12,1,1,1,1,3,1,3,3,1,1,3,3,3,3
Jones-Thompson,Developed Markets,DM - Europe,"Food, Beverage & Tobacco",0,10.8517,10.3634,0.4882,0.0,0.0,0.0,0.0,8.4729,0.0,8.6234,1.0271,9.2689,14,12,12,3,2,3,3,3,1,3,3,2,3,3,3,3,3
"Hunt, Benson and Petersen",Developed Markets,DM - Americas,Real Estate & Construction,0,9.347,7.3419,2.0051,0.0,0.0,0.0,0.0,12.3588,0.0,11.4235,1.6017,13.4976,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
"Gomez, Simmons and Horne",Developed Markets,DM - Americas,Real Estate & Construction,0,9.6435,7.2385,2.405,0.0,0.0,0.0,0.0,12.6955,0.0,7.113,1.0101,13.8327,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
"Mitchell, Russell and Lara",Emerging Markets,EM - Asia,Utilities,1,,,,90.5548,28.8223,307.4378,8.1687,3.0054,-0.8786,3.995,1.2015,4.9229,13,14,13,3,3,1,3,3,3,3,3,2,3,3,4,3,3
"Cervantes, Peters and Ortiz",Developed Markets,DM - Americas,Generic,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Allen LLC,Developed Markets,DM - Americas,"Food, Beverage & Tobacco",0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,14,12,12,3,2,3,3,3,1,3,3,2,3,3,3,3,3
West-Pope,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
Williams-Alexander,Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,5,11,12,1,1,1,1,1,1,3,3,1,3,3,3,3,3
"Mercer, Smith and Ray",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,-13.0068,25.7887,23.687,14.6699,13.3419,1.3425,8.399,1.4181,14.4791,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
"Black, Fields and Miller",Developed Markets,DM - Americas,Services & Communications,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,7,9,12,1,3,1,1,1,1,3,3,1,1,3,3,3,3
Jackson-Logan,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,11.1925,47.2967,1344.0,12.8262,9.6297,0.3109,7.2926,1.2316,10.7669,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
"Rivera, Greer and Knight",Developed Markets,DM - Americas,Industrials & Transportation,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,11,11,12,3,2,2,3,1,1,3,3,1,3,3,3,3,3
Hunter and Sons,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,-13.0068,25.7887,23.687,14.6699,13.3419,1.3425,8.399,1.4181,14.4791,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
Warren-Griffin,Developed Markets,DM - Europe,Natural Resources,1,9.3834,8.5611,0.8224,24.4681,38.2209,153.3698,12.8818,5.6378,,5.1237,0.8231,6.4602,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
French-Sanchez,Developed Markets,DM - Americas,Natural Resources,0,8.3929,6.5177,1.8752,0.0,0.0,0.0,0.0,10.8805,0.0,10.0179,1.1619,12.0177,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Bush, Howard and Kemp",Developed Markets,DM - Europe,Services & Communications,1,12.3352,10.9847,1.3505,,36.6788,228.1957,4.9756,10.9847,,9.3593,1.3957,12.3352,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
Neal-Wright,Emerging Markets,EM - Asia,Utilities,1,,,,90.5548,28.8223,307.4378,8.1687,3.0054,-0.8786,3.995,1.2015,4.9229,13,14,13,3,3,1,3,3,3,3,3,2,3,3,4,3,3
Harris Group,Developed Markets,DM - Americas,Natural Resources,0,8.6985,7.0075,1.691,0.0,0.0,0.0,0.0,10.6349,0.0,10.0134,1.1029,11.7721,13,12,12,2,2,3,3,3,3,1,3,2,3,3,3,3,3
"Lopez, Fox and Strickland",Developed Markets,DM - Asia,Utilities,0,8.5869,8.6679,-0.081,0.0,0.0,0.0,0.0,10.0366,0.0,5.1403,0.1008,10.1176,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
"Contreras, Parker and Todd",Emerging Markets,EM - Americas,Utilities,0,11.6515,4.8641,6.7874,391.0755,33.3013,377.4359,24.5247,5.1114,0.2937,11.2377,9.646,12.9804,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Huffman-Flores,Developed Markets,DM - Americas,Real Estate & Construction,0,8.4018,6.4843,1.9175,41.6974,82.0751,173.0,7.4832,10.7833,0.0317,9.0392,1.0849,11.9221,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
"Phillips, Tran and Rose",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,5.2885,47.0974,31.411,14.6688,7.7093,-0.1347,6.9061,1.3408,8.8465,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
"Wilson, Zamora and Meza",Developed Markets,DM - Europe,Generic,1,13.2177,11.6446,1.5731,-2.71,39.1123,668.7535,15.6645,9.8163,0.294,8.2512,1.5864,11.3894,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Rodriguez, Pugh and Middleton",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,41.6974,82.0751,173.0,7.4832,10.7833,0.0317,9.0392,1.0849,11.9221,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Freeman, Jones and Khan",Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,9.4918,1.9711,13.7189,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Benjamin, Moore and Greene",Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4515,0.0,11.8282,11.6452,12.0875,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Hogan-Arnold,Emerging Markets,EM - Asia,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,5.2803,1.5717,13.7189,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
Chen-Torres,Emerging Markets,EM - Asia,"Retail, Consumer & Healthcare",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,4.4802,1.279,13.7189,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3
"Miller, Williams and Baker",Emerging Markets,EM - Asia,Real Estate & Construction,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,5.2803,1.5717,13.7189,9,12,12,1,1,1,3,3,1,3,3,2,3,3,3,3,3
"Fischer, Nichols and Anderson",Developed Markets,DM - Asia,Generic,0,8.0932,6.3509,1.7423,51.9328,0.0,0.0,42.9679,6.9161,1.3467,5.5332,1.8438,8.5252,11,14,12,2,2,2,3,2,3,3,3,1,4,3,3,3,3
West Inc,Developed Markets,DM - Americas,"Food, Beverage & Tobacco",0,8.4018,6.4843,1.9175,25.0,0.0,1095.0,6.6968,13.2471,0.0,4.7849,1.2599,14.3843,13,11,12,2,2,3,3,3,1,3,3,1,3,3,3,3,3
Pollard-Stuart,Developed Markets,DM - Europe,Industrials & Transportation,0,8.78,8.6622,0.1178,0.0,22.4789,331.3684,1.4128,8.5442,0.3451,3.9633,0.2909,8.8982,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3
Stevens Inc,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,8.4018,6.4843,1.9175,0.0,21.3157,340.0,4.1709,9.7819,0.0,4.3221,0.6597,10.9207,7,11,12,1,1,1,1,3,1,3,3,1,3,3,3,3,3
Black Group,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,90.3529,23.8579,128.1,10.4517,14.5144,0.0,6.5628,1.8851,15.6516,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Baldwin-Mckenzie,Emerging Markets,EM - CEEMEA,Natural Resources,0,12.7281,0.0,0.0,428.9711,0.0,69.4416,100.7865,6.053,-0.6347,14.433,10.0957,14.6186,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Woodard PLC,Developed Markets,DM - Americas,Natural Resources,1,8.9493,7.2477,1.7016,0.0,47.0804,368.5549,8.045,13.1249,,10.8087,3.2439,14.8265,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Campos and Sons,Emerging Markets,EM - Americas,Real Estate & Construction,1,14.3184,11.152,3.1665,-36.465,49.0387,65.2358,17.1462,11.6282,3.8099,12.392,3.8104,14.7946,11,9,12,2,2,2,3,2,1,2,3,2,1,3,3,3,3
Rowe-Gutierrez,Developed Markets,DM - Americas,Utilities,0,9.3834,8.5611,0.8224,0.0,57.7994,127.6,2.6369,12.3439,0.0,7.7659,0.5223,13.1399,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Brown-Rose,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3
"Landry, Gomez and Wyatt",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9979,0.0,8.1909,3.1461,13.7189,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Kirby, Brooks and Murray",Emerging Markets,EM - CEEMEA,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8792,0.0,8.5269,1.5234,10.018,15,18,12,3,3,1,3,5,3,5,3,2,5,3,3,3,3
Perry PLC,Developed Markets,DM - Europe,Utilities,1,,,,,,,50.5358,10.7488,,5.9406,0.2889,10.9907,14,14,13,3,3,2,3,3,3,3,3,2,3,3,4,3,3
Lester-Brown,Emerging Markets,EM - Americas,Natural Resources,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8672,0.0,21.9832,0.6216,29.9456,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Buchanan, Martinez and Jordan",Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Brown-Gordon,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,-46.4435,37.5589,227.0,22.5259,10.8194,0.729,5.465,1.3291,11.9566,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
"Landry, Wade and Chaney",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,81.0811,53.5648,567.0,9.9667,8.0414,-0.0329,5.1239,1.2885,9.1786,15,13,12,3,3,3,3,3,3,1,3,3,3,3,3,3,3
"Morales, Scott and Torres",Emerging Markets,EM - Americas,Generic,0,0.0,0.0,0.0,-19.3277,73.1337,36.51,33.4986,13.3197,0.2703,10.9421,0.7345,14.4602,6,6,12,1,1,1,1,2,1,1,2,1,1,3,3,3,3
"Lewis, Williams and Bullock",Developed Markets,DM - Europe,Generic,0,9.3834,8.5611,0.8224,-91.4637,66.0519,130.9932,-4.1411,16.0249,0.0,12.3022,1.2197,16.8209,15,15,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Smith, Christensen and Fritz",Emerging Markets,EM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3005,0.0,6.5294,4.1402,13.9365,15,15,12,3,3,1,3,5,3,3,3,2,4,3,3,3,3
"Cox, Jackson and Jackson",Emerging Markets,EM - Americas,Generic,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2538,0.0,12.4111,3.8428,13.1228,6,6,12,1,1,1,1,2,1,1,2,1,1,3,3,3,3
"Kline, Young and Kelly",Developed Markets,DM - Asia,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.74,0.0,4.7332,0.8813,10.536,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Silva-Walters,Developed Markets,DM - Europe,Utilities,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8651,0.0,8.2886,0.6759,13.6301,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
"Ellis, Gentry and Sharp",Emerging Markets,EM - Asia,Utilities,1,14.111,,,,22.741,810.6102,14.6542,11.3928,,6.1773,2.4396,14.111,15,18,12,3,3,1,3,5,3,5,3,2,5,3,3,3,3
"Huynh, Wiley and Collier",Emerging Markets,EM - CEEMEA,Utilities,0,12.7281,6.3159,6.4122,-6.7568,0.0,90.455,41.1496,7.8921,0.0,12.8778,9.1008,16.4577,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Hickman PLC,Emerging Markets,EM - Americas,Utilities,1,14.3184,11.152,3.1665,-83.1856,19.5375,195.35,6.4303,14.8186,-4.6039,11.4549,1.634,17.9851,15,18,12,3,3,1,3,5,3,5,3,2,5,3,3,3,3
"Green, Singleton and Howard",Emerging Markets,EM - Americas,Utilities,1,11.6515,4.8641,6.7874,-64.9168,32.1317,38.9707,13.4304,4.1714,-0.1424,11.0163,11.0557,10.9588,9,14,15,1,2,1,2,3,3,3,3,2,3,3,5,3,4
"Cunningham, Smith and Glenn",Emerging Markets,EM - Americas,Utilities,1,14.3184,11.152,3.1665,-83.1856,19.5375,195.35,6.4303,14.8186,-4.6039,11.4549,1.634,17.9851,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
"Kennedy, Arias and Buckley",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,19.9627,25.6702,778.0,25.2741,11.3124,-0.1969,10.3722,1.0975,12.4529,16,12,12,3,3,3,4,3,3,1,3,2,3,3,3,3,3
"Watson, Thomas and Barber",Emerging Markets,EM - CEEMEA,Utilities,0,12.7281,0.0,0.0,23.0769,0.0,0.0,0.0,5.6454,0.0,8.8025,6.2967,14.211,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Cook-Barrett,Developed Markets,DM - Europe,Utilities,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,10.384,0.0,5.2618,0.8782,11.18,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Ellis-Nguyen,Developed Markets,DM - Europe,Services & Communications,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,10.384,0.0,5.2618,0.8782,11.18,9,10,12,1,3,1,1,3,1,3,3,1,2,3,3,3,3
Thompson-Ruiz,Developed Markets,DM - Europe,Natural Resources,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,7.4415,0.0,6.0502,1.09,8.2375,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Fernandez LLC,Emerging Markets,EM - CEEMEA,Utilities,0,12.7281,6.3159,6.4122,23.9686,0.0,0.0,0.0,3.3427,0.0,11.5646,7.9284,11.9083,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
Holder LLC,Developed Markets,DM - Europe,Real Estate & Construction,0,11.1513,10.1508,1.0004,0.0,0.0,0.0,0.0,10.4862,0.0,6.4838,0.9927,11.2822,9,9,12,1,1,1,3,3,1,2,2,1,3,3,3,3,3
Mcmillan-Chan,Developed Markets,DM - Europe,Natural Resources,0,10.8517,10.3634,0.4882,0.0,0.0,0.0,0.0,13.1348,0.0,12.5598,0.7572,13.9308,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
Mitchell-Thompson,Developed Markets,DM - Europe,Industrials & Transportation,1,13.3747,12.0966,1.278,,,14.2776,48.5968,13.3747,,3.8899,0.0035,13.3747,12,10,12,3,2,2,3,2,1,3,3,1,2,3,3,3,3
"Bowman, Simon and Wheeler",Emerging Markets,EM - Asia,"Retail, Consumer & Healthcare",1,11.9167,,,13.75,29.3063,132.4397,22.6698,12.7768,2.1135,5.8464,1.5452,14.6943,7,11,12,1,1,1,1,3,1,3,3,1,3,3,3,3,3
Burns Ltd,Developed Markets,DM - Americas,Utilities,0,8.9464,7.2819,1.6646,0.0,0.0,0.0,0.0,11.3798,0.0,7.53,1.331,12.517,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
Chase-Howard,Developed Markets,DM - Americas,Utilities,0,9.5828,7.2626,2.3202,0.0,0.0,0.0,0.0,9.6185,0.0,8.0766,1.5397,10.7573,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Mcpherson PLC,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,0.0,1.826,52.5782,8.8808,0.0,6.0907,1.3016,10.018,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Jensen, Melton and Lucas",Developed Markets,DM - Europe,Utilities,1,12.3352,10.9847,1.3505,,36.6788,228.1957,4.9756,10.9847,,9.3593,1.3957,12.3352,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
Davenport PLC,Developed Markets,DM - Americas,Natural Resources,0,8.9564,7.2763,1.6801,0.0,0.0,0.0,0.0,8.0804,0.0,7.8805,1.1722,9.2176,15,12,12,3,2,3,3,3,3,1,3,2,3,3,3,3,3
"Haley, Poole and Riley",Developed Markets,DM - Americas,Natural Resources,1,10.7096,8.0254,2.6842,71.9407,50.99,,7.6492,3.6199,,5.1758,4.7144,6.3041,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
Lopez LLC,Developed Markets,DM - Americas,Generic,1,10.7096,8.0254,2.6842,71.9407,50.99,,7.6492,3.6199,,5.1758,4.7144,6.3041,15,14,12,3,3,3,3,3,3,3,3,2,3,3,3,3,3
Jones-Davis,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,0.0,61.635,224.2,20.2209,8.8808,0.0,5.9652,1.2609,10.018,10,14,12,2,2,1,2,3,3,3,3,2,3,3,3,3,3
"Smith, Nguyen and Mcguire",Developed Markets,DM - Europe,Utilities,0,8.78,8.6622,0.1178,511.0109,0.0,2111.354,9.4788,10.5748,-0.7508,3.9451,0.7072,10.9288,14,14,12,3,3,2,3,3,3,3,3,2,3,3,3,3,3
"Jimenez, Nielsen and Young",Developed Markets,DM - Americas,"Food, Beverage & Tobacco",0,8.4018,6.4843,1.9175,-56.25,0.0,54.647,24.0998,8.518,0.5995,7.2235,0.6382,9.6568,13,11,12,2,2,3,3,3,1,3,3,1,3,3,3,3,3
Willis-Nguyen,Developed Markets,DM - Europe,"Retail, Consumer & Healthcare",1,12.3352,10.9847,1.3505,,96.3209,70.0508,52.5516,10.9847,,5.8312,0.8121,12.3352,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3
"Price, Hardin and Ball",Developed Markets,DM - Americas,"Food, Beverage & Tobacco",1,8.4018,6.4843,1.9175,56.9856,72.6776,1612.0,-2.3602,9.1953,,5.4504,3.1673,11.1128,10,13,12,1,2,2,3,2,3,3,3,1,3,3,3,3,3
Murphy-Randolph,Developed Markets,DM - Americas,"Retail, Consumer & Healthcare",0,8.4018,6.4843,1.9175,90.3529,23.8579,128.1,10.4517,14.5144,0.0,6.5628,1.8851,15.6516,12,11,12,2,3,1,3,3,1,3,3,1,3,3,3,3,3
Kelley LLC,Developed Markets,DM - Europe,Natural Resources,1,12.3352,10.9847,1.3505,,96.3209,70.0508,52.5516,10.9847,,5.8312,0.8121,12.3352,13,11,12,3,3,1,3,3,3,1,2,2,3,3,3,3,3
Fields PLC,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,13,14,12,3,3,1,3,3,3,3,3,2,3,3,3,3,3
"Edwards, Harrington and Scott",Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Leonard PLC,Developed Markets,DM - Americas,Natural Resources,0,8.4018,6.4843,1.9175,13.4752,0.0,208.715,54.2582,8.8329,-0.0936,6.7454,0.7135,9.9734,15,12,12,3,3,3,3,3,3,1,3,2,3,3,3,3,3
Jenkins-Riddle,Developed Markets,DM - Americas,Utilities,0,8.4018,6.4843,1.9175,4.4273,30.513,421.0,15.4089,11.4535,0.3341,8.853,0.9235,12.5907,9,14,12,1,2,1,2,3,3,3,3,2,3,3,3,3,3
"Lawrence, Love and Tanner",Emerging Markets,EM - Americas,Industrials & Transportation,0,14.3184,11.152,3.1665,-35.6164,13.4918,16.877,8.3065,4.1589,-0.1505,6.6732,2.9286,7.2989,11,11,12,3,3,1,1,3,1,3,3,3,1,3,3,3,3
Murray Ltd,Developed Markets,DM - Europe,Generic,0,9.3834,8.5611,0.8224,-91.4637,66.0519,130.9932,-4.1411,16.0249,0.0,12.3022,1.2197,16.8209,15,15,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3
